taxon_id	scientific_name	_COMMON_NAME_	_ABBREV_	_GENOME_ACCESSION_	_GENOME_FTP_URL_	_ASSEMBLY_PROVIDER_NAME_	_ANNOTATION_GFF3_	_ANNOTATION_PEP_	_REFSEQ_ANN_REPORT_URL_
6192	Fasciola hepatica	Liver fluke	fhepat	GCA_002763495.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/763/495/GCA_002763495.2_F_hepatica_1.0.allpaths.pg	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciola_hepatica/PRJNA179522/fasciola_hepatica.PRJNA179522.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciola_hepatica/PRJNA179522/fasciola_hepatica.PRJNA179522.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciola_hepatica/PRJNA179522
27845	Fasciolopsis buskii		fbuski	GCA_008360955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/360/955/GCA_008360955.1_F_buski_1.0.allpaths-lg	McDonnell Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciolopsis_buskii/PRJNA284521/fasciolopsis_buskii.PRJNA284521.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciolopsis_buskii/PRJNA284521/fasciolopsis_buskii.PRJNA284521.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciolopsis_buskii/PRJNA284521
100268	Paragonimus heterotremus		pheter	GCA_013368495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/368/495/GCA_013368495.1_P_heterotremus_1.0.allpaths.pg.lrna	McDonnell Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_heterotremus/PRJNA284523/paragonimus_heterotremus.PRJNA284523.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_heterotremus/PRJNA284523/paragonimus_heterotremus.PRJNA284523.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_heterotremus/PRJNA284523
100269	Paragonimus kellicotti		pkelli	GCA_014220965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/220/965/GCA_014220965.1_P_kellicotti_1.0.allpaths.nc.pg.lrna	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_kellicotti/PRJNA179523/paragonimus_kellicotti.PRJNA179523.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_kellicotti/PRJNA179523/paragonimus_kellicotti.PRJNA179523.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_kellicotti/PRJNA179523
59628	Paragonimus skrjabini miyazakii		pskrja	GCA_014338405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/338/405/GCA_014338405.1_P_miyazaki_1.0.pg.lrna	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_skrjabini_miyazakii/PRJNA245325/paragonimus_skrjabini_miyazakii.PRJNA245325.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_skrjabini_miyazakii/PRJNA245325/paragonimus_skrjabini_miyazakii.PRJNA245325.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_skrjabini_miyazakii/PRJNA245325
34504	Paragonimus westermani		pweste	GCA_008508345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/508/345/GCA_008508345.1_ASM850834v1	University of Queensland	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_westermani/PRJNA454344/paragonimus_westermani.PRJNA454344.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_westermani/PRJNA454344/paragonimus_westermani.PRJNA454344.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_westermani/PRJNA454344
34504	Paragonimus westermani		pweste1	GCA_015252655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/252/655/GCA_015252655.1_P_westermani_1.0.allp.flsh.newb.jlly.lrna	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_westermani/PRJNA219632/paragonimus_westermani.PRJNA219632.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_westermani/PRJNA219632/paragonimus_westermani.PRJNA219632.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paragonimus_westermani/PRJNA219632
2011161	Plectus sambesii		psambe	GCA_002796945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/796/945/GCA_002796945.1_Psam_v1.0	MRC London Institute of Medical Sciences - Imperial College London	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/plectus_sambesii/PRJNA390260/plectus_sambesii.PRJNA390260.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/plectus_sambesii/PRJNA390260/plectus_sambesii.PRJNA390260.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/plectus_sambesii/PRJNA390260
6277	Acanthocheilonema viteae		avitea	GCA_900537255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/537/255/GCA_900537255.1_ASM90053725v1	BANG	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/acanthocheilonema_viteae/PRJEB1697/acanthocheilonema_viteae.PRJEB1697.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/acanthocheilonema_viteae/PRJEB1697/acanthocheilonema_viteae.PRJEB1697.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/acanthocheilonema_viteae/PRJEB1697
290746	Acrobeloides nanus		ananus	GCA_900406225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/225/GCA_900406225.1_v1	UNIVERSITY COLLEGE LONDON	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/acrobeloides_nanus/PRJEB26554/acrobeloides_nanus.PRJEB26554.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/acrobeloides_nanus/PRJEB26554/acrobeloides_nanus.PRJEB26554.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/acrobeloides_nanus/PRJEB26554
29170	Ancylostoma caninum	Dog hookworm	acanin	GCA_003336725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/725/GCA_003336725.1_A_caninum_9.3.2.ec.cg.pg	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_caninum/PRJNA72585/ancylostoma_caninum.PRJNA72585.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_caninum/PRJNA72585/ancylostoma_caninum.PRJNA72585.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_caninum/PRJNA72585
53326	Ancylostoma ceylanicum		aceyla	GCA_000402015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/402/015/GCA_000402015.1_A_ceylanicum1.3.ec.cg.pg	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_ceylanicum/PRJNA72583/ancylostoma_ceylanicum.PRJNA72583.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_ceylanicum/PRJNA72583/ancylostoma_ceylanicum.PRJNA72583.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_ceylanicum/PRJNA72583
53326	Ancylostoma ceylanicum		aceyla1	GCA_000688135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/135/GCA_000688135.1_Acey_2013.11.30.genDNA	Cornell University	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_ceylanicum/PRJNA231479/ancylostoma_ceylanicum.PRJNA231479.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_ceylanicum/PRJNA231479/ancylostoma_ceylanicum.PRJNA231479.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_ceylanicum/PRJNA231479
51022	Ancylostoma duodenale		aduode	GCA_000816745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/745/GCA_000816745.1_A_duodenale_2.2.ec.cg.pg	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_duodenale/PRJNA72581/ancylostoma_duodenale.PRJNA72581.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_duodenale/PRJNA72581/ancylostoma_duodenale.PRJNA72581.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_duodenale/PRJNA72581
6313	Angiostrongylus cantonensis	Rat lungworm	acanto	GCA_009735665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/735/665/GCA_009735665.1_ACgenome_NGS_v2	Sun Yat-sen University	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_cantonensis/PRJNA350391/angiostrongylus_cantonensis.PRJNA350391.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_cantonensis/PRJNA350391/angiostrongylus_cantonensis.PRJNA350391.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_cantonensis/PRJNA350391
334426	Angiostrongylus costaricensis		acosta	GCA_900624975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/624/975/GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_costaricensis/PRJEB494/angiostrongylus_costaricensis.PRJEB494.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_costaricensis/PRJEB494/angiostrongylus_costaricensis.PRJEB494.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_costaricensis/PRJEB494
321387	Angiostrongylus vasorum	French heartworm	avasor	GCA_018806985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/806/985/GCA_018806985.1_UZH_Avas_1.0	University of Zurich	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_vasorum/PRJNA663250/angiostrongylus_vasorum.PRJNA663250.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_vasorum/PRJNA663250/angiostrongylus_vasorum.PRJNA663250.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_vasorum/PRJNA663250
6269	Anisakis simplex	Herring worm	asimpl	GCA_900617985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/985/GCA_900617985.1_A_simplex_0011_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/anisakis_simplex/PRJEB496/anisakis_simplex.PRJEB496.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/anisakis_simplex/PRJEB496/anisakis_simplex.PRJEB496.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/anisakis_simplex/PRJEB496
269767	Aphelenchoides besseyi		abesse	GCA_024699835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/835/GCA_024699835.1_AORJ.fasta	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
269767	Aphelenchoides besseyi		abesse1	GCA_024699855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/855/GCA_024699855.1_AORT.fasta	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
269767	Aphelenchoides besseyi		abesse2	GCA_024699875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/875/GCA_024699875.1_APVT.fasta	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
269767	Aphelenchoides besseyi		abesse3	GCA_024699915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/915/GCA_024699915.1_APFT.fasta	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
293665	Aphelenchoides bicaudatus		abicau	GCA_024699845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/845/GCA_024699845.1_Abicaudatus.fasta	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_bicaudatus/PRJNA834627/aphelenchoides_bicaudatus.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_bicaudatus/PRJNA834627/aphelenchoides_bicaudatus.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_bicaudatus/PRJNA834627
1052528	Aphelenchoides fujianensis		afujia	GCA_024699865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/865/GCA_024699865.1_Afujianensis.fasta	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_fujianensis/PRJNA834627/aphelenchoides_fujianensis.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_fujianensis/PRJNA834627/aphelenchoides_fujianensis.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_fujianensis/PRJNA834627
2878363	Auanema sp. JU1783		asp	GCA_943334845.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/334/845/GCA_943334845.2_JU1783_megahit_v1_1	UNIVERSITY OF WARWICK	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/auanema_ju1783/PRJEB51845/auanema_ju1783.PRJEB51845.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/auanema_ju1783/PRJEB51845/auanema_ju1783.PRJEB51845.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/auanema_ju1783/PRJEB51845
413010	Bradynema listronoti		blistr	GCA_024678965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/678/965/GCA_024678965.1_AAFC-BrLi-01_v2	Agriculture and Agri-Food Canada (APMS, J-002846)	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bradynema_listronoti/PRJNA842945/bradynema_listronoti.PRJNA842945.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bradynema_listronoti/PRJNA842945/bradynema_listronoti.PRJNA842945.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bradynema_listronoti/PRJNA842945
6280	Brugia pahangi		bpahan	GCA_900618355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/355/GCA_900618355.1_B_pahangi_Glasgow_0011_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_pahangi/PRJEB497/brugia_pahangi.PRJEB497.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_pahangi/PRJEB497/brugia_pahangi.PRJEB497.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_pahangi/PRJEB497
42155	Brugia timori		btimor	GCA_900618025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/025/GCA_900618025.1_B_timori_Indonesia_v1_0_4_001_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_timori/PRJEB4663/brugia_timori.PRJEB4663.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_timori/PRJEB4663/brugia_timori.PRJEB4663.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_timori/PRJEB4663
2761626	Bunonema sp. RGD898		bsp	GCA_014805405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/805/405/GCA_014805405.1_ASM1480540v1	Indiana University	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bunonema_rgd898/PRJNA655932/bunonema_rgd898.PRJNA655932.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bunonema_rgd898/PRJNA655932/bunonema_rgd898.PRJNA655932.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bunonema_rgd898/PRJNA655932
465554	Bursaphelenchus okinawaensis		bokina	GCA_904067145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/067/145/GCA_904067145.1_BOKI2	University of Miyazaki	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_okinawaensis/PRJEB40023/bursaphelenchus_okinawaensis.PRJEB40023.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_okinawaensis/PRJEB40023/bursaphelenchus_okinawaensis.PRJEB40023.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_okinawaensis/PRJEB40023
6326	Bursaphelenchus xylophilus	Pine wood nematode	bxylop	GCA_904067135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/067/135/GCA_904067135.1_BXYJ5	University of Miyazaki	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_xylophilus/PRJEB40022/bursaphelenchus_xylophilus.PRJEB40022.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_xylophilus/PRJEB40022/bursaphelenchus_xylophilus.PRJEB40022.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_xylophilus/PRJEB40022
860376	Caenorhabditis angaria		cangar	GCA_000165025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/025/GCA_000165025.1_ps1010rel4	California Institute of Technology, Division of Biology	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_angaria/PRJNA51225/caenorhabditis_angaria.PRJNA51225.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_angaria/PRJNA51225/caenorhabditis_angaria.PRJNA51225.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_angaria/PRJNA51225
2777116	Caenorhabditis auriculariae		cauric	GCA_904845305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/845/305/GCA_904845305.1_CAUJ	University of Miyazaki	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_auriculariae/PRJEB40642/caenorhabditis_auriculariae.PRJEB40642.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_auriculariae/PRJEB40642/caenorhabditis_auriculariae.PRJEB40642.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_auriculariae/PRJEB40642
2301260	Caenorhabditis becei		cbecei	GCA_900536315.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/536/315/GCA_900536315.3_CBECE_v1	BANG	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_becei/PRJEB28243/caenorhabditis_becei.PRJEB28243.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_becei/PRJEB28243/caenorhabditis_becei.PRJEB28243.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_becei/PRJEB28243
6238	Caenorhabditis briggsae		cbrigg	GCA_021491975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/491/975/GCA_021491975.1_ASM2149197v1	NORTHWESTERN UNIVERSITY	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955
6238	Caenorhabditis briggsae		cbrigg1	GCA_022453885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/453/885/GCA_022453885.1_ASM2245388v1	NORTHWESTERN UNIVERSITY	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955
1978547	Caenorhabditis inopinata		cinopi	GCA_003052745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/052/745/GCA_003052745.1_Sp34_v7	University of Miyazaki	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_inopinata/PRJDB5687/caenorhabditis_inopinata.PRJDB5687.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_inopinata/PRJDB5687/caenorhabditis_inopinata.PRJDB5687.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_inopinata/PRJDB5687
1611254	Caenorhabditis nigoni		cnigon	GCA_002742825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/742/825/GCA_002742825.1_nigoni.pc_2016.07.14	Cornell University	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_nigoni/PRJNA384657/caenorhabditis_nigoni.PRJNA384657.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_nigoni/PRJNA384657/caenorhabditis_nigoni.PRJNA384657.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_nigoni/PRJNA384657
